1	300	34068.75931418258
2	601	33330.463498263955
3	902	34424.65925144228
4	1203	34481.89820969214
5	1504	33651.63766167478
6	1805	35139.30341397494
7	2106	33861.3290496078
8	2407	34081.06053126558
9	2708	33380.943568452545
10	3009	35153.25585873943
11	3310	34087.17416300524
12	3611	35545.54367345908
13	3912	34274.20174553509
14	4213	32594.58261259359
15	4514	33274.60620490271
16	4815	34599.9181648815
17	5116	33838.66658068524
18	5417	34297.901814854726
19	5718	32269.62567855833
20	6019	33925.854294915305
21	6320	33265.81125725571
22	6621	33535.65761323942
23	6922	34983.45739108836
24	7223	31866.228882459563
25	7524	33484.86114439056
26	7825	31746.15464387742
27	8126	32943.33741505993
28	8427	33344.83257694027
29	8728	32474.58438516968
30	9029	32406.233579110973
31	9330	31380.9383287623
32	9631	31086.860207524736
33	9932	32773.50871169797
34	10233	29175.299096041723
35	10534	31211.723101957396
