1	300	35388.88482536116
2	601	33529.857311628184
3	902	34702.05966536245
4	1203	34530.00952003204
5	1504	33679.309655199526
6	1805	32426.260370795473
7	2106	34021.442155620825
8	2407	36183.1023687398
9	2708	35087.01302424253
10	3009	34631.22694807049
11	3310	34263.228799379336
12	3611	35484.31971859415
13	3912	33422.812622172685
14	4213	35682.804167763825
15	4514	33391.58272459435
16	4815	34490.80263249737
17	5116	35807.3823849593
18	5417	32736.834318758167
19	5718	33465.30385335767
20	6019	33762.569843360616
21	6320	33931.49118324766
22	6621	33946.32104482401
23	6922	34688.23545184527
24	7223	33756.31313945244
25	7524	33826.54918022034
26	7825	33587.870238436175
27	8126	32894.75484164408
28	8427	32276.596108280035
29	8728	33195.394966043095
30	9029	34254.62938598644
31	9330	31426.3160373588
32	9631	33304.459149624716
33	9932	29562.505542120572
34	10233	31353.374644680036
35	10534	31719.303604265955
36	10835	30331.662060792885
37	11136	31590.072638930324
38	11437	31982.349255138477
39	11738	32059.896379215435
40	12039	31651.147846821426
41	12340	32683.845499151725
42	12641	32540.588884332778
43	12942	32257.742762554135
44	13243	30681.23170346411
45	13544	29450.665011843987
46	13845	30991.22107643747
47	14146	30029.07664902299
48	14447	32013.45126999842
49	14748	32836.606424616264
50	15049	33510.22076390017
